"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410254","9.2.1.3","15.0","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410255","9.2.1.4","328","E","","","0"
"2022-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410256","9.2.1.5","246","E","","","0"
"2022-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410257","9.2.1.6","409","E","","","0"
"2022-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410258","9.2.2.1","26.7","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410259","9.2.2.2","23.1","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410260","9.2.2.3","30.6","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410261","9.2.2.4","742","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410262","9.2.2.5","637","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410263","9.2.2.6","848","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410264","9.2.3.1","61.5","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410265","9.2.3.2","57.3","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410266","9.2.3.3","65.5","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410267","9.2.3.4","1710","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410268","9.2.3.5","1595","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410269","9.2.3.6","1824","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410270","9.3.1.1","18.3","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410271","9.3.1.2","15.3","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410272","9.3.1.3","21.6","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410273","9.3.1.4","514","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410274","9.3.1.5","426","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410275","9.3.1.6","602","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410276","9.3.2.1","38.5","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410277","9.3.2.2","34.7","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410278","9.3.2.3","42.4","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410279","9.3.2.4","1083","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410280","9.3.2.5","971","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410281","9.3.2.6","1196","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410282","9.3.3.1","43.2","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410283","9.3.3.2","39.3","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410284","9.3.3.3","47.2","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410285","9.3.3.4","1217","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410286","9.3.3.5","1107","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410287","9.3.3.6","1326","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410288","10.1.1.1","16.1","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410289","10.1.1.2","12.3","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410290","10.1.1.3","20.6","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410291","10.1.1.4","171","E","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410292","10.1.1.5","127","E","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410293","10.1.1.6","215","E","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410294","10.1.2.1","30.2","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410295","10.1.2.2","25.3","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410296","10.1.2.3","35.6","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410297","10.1.2.4","321","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410298","10.1.2.5","267","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410299","10.1.2.6","376","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410300","10.1.3.1","53.7","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410301","10.1.3.2","48.4","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410302","10.1.3.3","59.0","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410303","10.1.3.4","572","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410304","10.1.3.5","516","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410305","10.1.3.6","628","","","","0"
"2022-07","Manitoba","2016A000246","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410306","10.2.1.1","11.2","","","","1"
"2022-07","Manitoba","2016A000246","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410307","10.2.1.2","7.1","","","","1"
"2022-07","Manitoba","2016A000246","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410308","10.2.1.3","17.2","","","","1"
"2022-07","Manitoba","2016A000246","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410309","10.2.1.4","","F","","","0"
"2022-07","Manitoba","2016A000246","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410310","10.2.1.5","","F","","","0"
"2022-07","Manitoba","2016A000246","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410311","10.2.1.6","","F","","","0"
